OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,CAPACITYKV,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,SHAPE_Length
1003,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1009,Wattle Point Wind Farm to Wattle Point Substation,Operational,66,South Australia,1,20120710,,0.015446628
1004,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1010,Snowtown Gas-Fired Generator to Snowtown,Operational,66,South Australia,5,20120710,,0.000468427
1005,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1011,Northern Power Station to Davenport,Operational,275,South Australia,5,20120710,,0.03016577
1006,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1012,Northern Power Station to Davenport,Operational,275,South Australia,5,20120710,,0.030751427
1007,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1013,Playford B to Davenport,Operational,275,South Australia,5,20120710,,0.034803114
1008,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1014,Playford B to Davenport,Operational,275,South Australia,5,20120710,,0.033618022
1009,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1015,Playford B Power Station to Playford B Substation,Operational,275,South Australia,3,20120710,,0.00263639
1010,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1016,Playford B Power Station to Playford B Substation,Operational,275,South Australia,3,20120710,,0.002352506
1011,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1017,Playford B Power Station to Playford B Substation,Operational,275,South Australia,3,20120710,,0.002201236
1012,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1018,Playford B Power Station to Playford B Substation,Operational,275,South Australia,3,20120710,,0.002155907
1013,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1019,Mount Gunson to Mount Gunson Tee,Operational,132,South Australia,5,20120710,,0.000613677
1014,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1020,Olympic Dam West to Olympic Dam North,Operational,132,South Australia,3,20120710,,0.028812832
1015,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1021,Olympic Dam West to Olympic Dam North,Operational,132,South Australia,3,20120710,,0.029302157
1016,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1022,Olympic Dam West to Prominent Hill,Operational,132,South Australia,1,20120710,,1.481532395
1017,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1023,Davenport to Neuroodla Tee,Operational,132,South Australia,5,20120710,,0.798309549
1018,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1024,Tungkillo to Para,Operational,275,South Australia,5,20120710,,0.411171746
1019,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1025,Para to Robertstown,Operational,275,South Australia,5,20120710,,1.388385679
1020,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1026,Mount Barker South to Cherry Gardens,Operational,275,South Australia,5,20130801,,0.374819753
1021,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1027,Bungama to Red Hill,Operational,132,South Australia,4,20120710,,0.36673758
1022,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1028,Brinkworth to Red Hill,Operational,132,South Australia,4,20120710,,0.178609876
1023,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,1029,Clements Gap Wind Farm to Clements Gap Wind Farm Substation,Operational,132,South Australia,3,20120710,,0.011867536
1024,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1030,Clements Gap Wind Farm Substation to Red Hill,Operational,132,South Australia,1,20120710,,0.147944185
1025,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1031,Hallet 2 Wind Farm to Mokota,Operational,66,South Australia,4,20120710,,0.036464613
1026,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1032,Para to Bungama,Operational,275,South Australia,4,20120710,,0.984506652
1027,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1033,Bungama to Davenport,Operational,275,South Australia,4,20120710,,0.851844708
1028,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1034,Hallet 5 Wind Farm to Belalie Substation,Operational,66,South Australia,5,20120710,,0.122638642
1029,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1035,Canunda Wind Farm to Snuggery,Operational,33,South Australia,1,20120710,,0.096936365
1030,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1036,Snuggery to South East,Operational,132,South Australia,1,20120710,,0.429182527
1031,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1037,Lake Bonney 2 Wind Farm to Mayurra,Operational,66,South Australia,1,20120710,,0.083313123
1032,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1038,Osborne Power Station to New Osborne,Operational,66,South Australia,5,20120710,,0.002576223
1033,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1039,Osborne Power Station to New Osborne,Operational,66,South Australia,5,20120710,,0.002576223
1034,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1040,New Osborne to LeFevre,Operational,66,South Australia,5,20120710,,0.01977772
1035,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1041,New Osborne to LeFevre,Operational,66,South Australia,5,20120710,,0.019311119
1036,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1042,Torrens Island to New Osborne,Operational,66,South Australia,5,20120710,,0.032109489
1037,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1043,Torrens Island to New Osborne,Operational,66,South Australia,5,20120710,,0.032109489
1038,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1044,Torrens North to Torrens Island,Operational,66,South Australia,3,20120710,,0.030824312
1039,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1045,Torrens North to Torrens Island,Operational,66,South Australia,3,20120710,,0.030824312
1040,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1046,Quarantine Power Station to Torrens North,Operational,66,South Australia,5,20120710,,0.000570871
1041,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1047,Quarantine Power Station to Torrens North,Operational,66,South Australia,5,20120710,,0.000570871
1042,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1048,Northfield to Hillcrest,Operational,66,South Australia,4,20120710,,0.026578498
1043,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1049,Northfield to Harrow,Operational,66,South Australia,3,20120710,,0.046534166
1044,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1050,Northfield to Clearview,Operational,66,South Australia,3,20120710,,0.037249613
1045,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1051,Northfield to Holden Hill,Operational,66,South Australia,3,20120710,,0.038060305
1046,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1052,Dry Creek Power Station to Dry Creek,Operational,66,South Australia,5,20120710,,0.000799
1047,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1053,Dry Creek Power Station to Dry Creek,Operational,66,South Australia,5,20120710,,0.000799
1048,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1054,Dry Creek Power Station to Dry Creek,Operational,66,South Australia,5,20120710,,0.000948544
1049,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1055,Dry Creek to Northfield,Operational,66,South Australia,3,20120710,,0.052586472
1050,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1056,Kilburn to Croydon,Operational,66,South Australia,4,20120710,,0.066471391
1051,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1057,Dry Creek to Kilburn,Operational,66,South Australia,5,20120710,,0.001659279
1052,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1058,Dry Creek to Kilburn South Tee,Operational,66,South Australia,3,20120710,,0.018032761
1053,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,1059,Kilburn South to Kilburn South Tee,Operational,66,South Australia,2,20120710,,0.002516449
1054,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1060,Kilburn South Tee to Prospect,Operational,66,South Australia,3,20120710,,0.015282707
1055,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1061,Torrens Island to Kilburn,Operational,66,South Australia,4,20120710,,0.104114968
1056,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1062,Torrens Island to Athol,Operational,66,South Australia,4,20120710,,0.061413877
1057,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1063,Mortlake Power Station to Mortlake Power Station substation,Operational,220,Victoria,1,20120710,,0.003053481
1058,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1064,Anglesea Power Station to Anglesea Power Station substation,Operational,66,Victoria,1,20120710,,0.001066018
1059,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1065,Somerton Power Station to Somerton Power Station substation,Operational,66,Victoria,1,20120710,,0.000463338
1060,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1066,Clover Hydro Power Station to Clover Substation,Operational,66,Victoria,1,20120710,,0.001137391
1061,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1067,Eildon Power Station to Eildon Power Station substation,Operational,220,Victoria,5,20120710,,0.002590196
1062,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1068,Eildon Power Station to Eildon Power Station substation,Operational,220,Victoria,5,20120710,,0.002590196
1063,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,1069,Hume Hydro Power Station to Hume,Operational,66,New South Wales,1,20120710,,0.001210751
1064,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1070,Springvale Power Station to Springvale Terminal,Operational,66,Victoria,1,20120710,,0.045576
1065,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1071,Clayton Power Station to Heatherton Terminal,Operational,66,Victoria,1,20120710,,0.04149387
1066,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1072,Broadmeadows Power Station to Thomastown Terminal,Operational,66,Victoria,1,20120710,,0.052542711
1067,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1073,Symex Port Melbourne Power Station to Fishermans Bend,Operational,66,Victoria,1,20120710,,0.018215631
1068,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1074,Shepparton Power Station to Shepparton Terminal Station,Operational,66,Victoria,1,20120710,,0.041346292
1069,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1075,Wyndham Power Station to Geelong Terminal,Operational,66,Victoria,1,20120710,,0.290530611
1070,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,1076,Tumut 1 Power Station to Tumut 1 Substation,Operational,66,New South Wales,1,20120710,,0.002757387
1071,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,1077,Tumut 2 Power Station to Tumut 2 Substation,Operational,66,New South Wales,1,20120710,,0.000131852
1072,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1078,Gadara Power Station-Tumut Mill to Gadara,Operational,66,New South Wales,1,20120710,,0.001586599
1073,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1079,Burrinjuck Hydro Power Station to Burrinjuck,Operational,66,New South Wales,1,20120710,,0.001825443
1074,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1080,Uranquinty Power Station to Uranquinty,Operational,132,New South Wales,1,20120710,,0.00211478
1075,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1081,Broken Hill Power Station to Broken Hill,Operational,22,New South Wales,1,20120710,,0.001078625
1076,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1082,Capital Wind Farms to Capital Wind Farm Substation,Operational,66,New South Wales,5,20120710,,0.074650153
1077,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1083,Gunning Wind Farm to Cullerin Range Tee,Operational,132,New South Wales,1,20120710,,0.133217712
1078,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1084,Kangaroo Valley Hydro Power Station to Kangaroo Valley,Operational,330,New South Wales,3,20120710,,0.003307843
1079,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1085,Kangaroo Valley Hydro Power Station to Kangaroo Valley,Operational,330,New South Wales,3,20120710,,0.002697172
1080,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1086,Tallawarra Power Station to Tallawarra,Operational,132,New South Wales,1,20120710,,0.001046725
1081,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1087,Jacks Gully Power Station to Nepean,Operational,132,New South Wales,1,20120710,,0.010516382
1082,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1088,Warragamba Power Station to Warragamba Substation,Operational,132,New South Wales,1,20120710,,0.001105362
1083,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1089,Mount Piper Power Station to Mount Piper,Operational,330,New South Wales,5,20120710,,0.007278975
1084,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1090,Mount Piper Power Station to Mount Piper,Operational,330,New South Wales,5,20120710,,0.007553355
1085,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1091,Eastern Creek II Power Station to Sydney West,Operational,132,New South Wales,1,20120710,,0.034954929
1086,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1092,Eastern Creek Power Station to Sydney West,Operational,66,New South Wales,1,20120710,,0.025865376
1087,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1093,Smithfield Power Station to Guildford,Operational,66,New South Wales,1,20120710,,0.008242452
1088,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1094,Colongra Power Station to Munmorah,Operational,330,New South Wales,3,20120710,,0.005948927
1089,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1095,Colongra Power Station to Munmorah,Operational,330,New South Wales,3,20120710,,0.006042093
1090,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1096,Munmorah Power Station to Munmorah,Operational,330,New South Wales,1,20120710,,0.002564642
1091,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1097,Vales Point Power Station to Vales Point,Operational,330,New South Wales,1,20120710,,0.002166295
1092,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1098,Eraring Power Station to Eraring,Operational,500,New South Wales,3,20120710,,0.006164123
1093,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1099,Eraring 500 to Eraring 330,Operational,500,New South Wales,5,20120710,,0.000815149
1094,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1100,Bayswater Power Station to Bayswater,Operational,330,New South Wales,3,20120710,,0.00774302
1095,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1101,Bayswater Power Station to Bayswater,Operational,330,New South Wales,3,20120710,,0.006003147
1096,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1102,Bayswater Power Station to Bayswater,Operational,500,New South Wales,3,20120710,,0.00567826
1097,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1103,Bayswater Power Station to Bayswater,Operational,500,New South Wales,3,20120710,,0.006971081
1098,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1104,Liddell Power Station to Liddell,Operational,330,New South Wales,1,20120710,,0.002531788
1099,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1105,Hunter Valley to Liddell,Operational,66,New South Wales,4,20120710,,0.026352418
1100,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,1106,Hunter Valley Power Station to Hunter Valley,Operational,66,New South Wales,1,20120710,,0.00127363
1101,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1107,Capral Gas Power Station to Capral,Operational,66,New South Wales,1,20120710,,0.004453192
1102,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1108,Wallerawang Power Station to Wallerawang Power Station,Operational,330,New South Wales,1,20120710,,0.002614539
1103,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1109,Tomago Aluminium Power Station to Tomago,Operational,66,New South Wales,1,20120710,,0.003661757
1104,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1110,John Butters Power Station to Farrell,Operational,220,Tasmania,5,20120710,,0.477088573
1105,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1111,Electrona to Knights Road,Operational,110,Tasmania,5,20120710,,0.190841938
1106,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1112,Lake Echo Power Station to Lake Echo Tee,Operational,110,Tasmania,5,20120710,,0.013545217
1107,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1113,Lake Echo Power Station to Lake Echo Tee,Operational,110,Tasmania,5,20120710,,0.013545217
1108,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1114,Tungatinah to Lake Echo Tee,Operational,110,Tasmania,5,20120710,,0.184892648
1109,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1115,Tungatinah to Tarraleah,Operational,110,Tasmania,5,20120710,,0.004441418
1110,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1116,Burnie to Emu Bay,Operational,110,Tasmania,5,20120710,,0.032808523
1111,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1117,Tods Corner Hydro Station to Tods Corner,Operational,44,Tasmania,2,20120710,,0.004451688
1112,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1118,Burnie to Sheffield,Operational,110,Tasmania,5,20120710,,0.504295919
1113,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1119,Burnie to Sheffield,Operational,220,Tasmania,5,20120710,,0.503699103
1114,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1120,New Norfolk to Boyer,Operational,110,Tasmania,4,20120710,,0.023087941
1115,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1121,New Norfolk to Boyer,Operational,110,Tasmania,4,20120710,,0.023087941
1116,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1122,Devils Gate to Sheffield,Operational,110,Tasmania,5,20120710,,0.051675269
1117,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,1123,Trevallyn to Mowbray,Operational,110,Tasmania,5,20120710,,0.033116339
1118,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1124,Knights Road to Kermandie,Operational,110,Tasmania,5,20120710,,0.206946715
1119,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1125,Cethana Power Station to Cethana Substation,Operational,220,Tasmania,1,20120710,,0.001952044
1120,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1126,Nieterana to Butlers Gorge,Operational,11,Tasmania,2,20120710,,0.002029519
1121,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1127,Sheffield to Farrell,Operational,220,Tasmania,5,20120710,,0.92592459
1122,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1128,Sheffield to Farrell,Operational,220,Tasmania,5,20120710,,0.92592459
1123,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1129,Palmerston to Hadspen,Operational,110,Tasmania,5,20120710,,0.344300487
1124,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1130,Palmerston to Hadspen,Operational,110,Tasmania,5,20120710,,0.344300487
1125,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1131,Catagunya Power Station to Catagunya,Operational,220,Tasmania,3,20120710,,0.001226511
1126,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1132,Meadowbank Power Station to Meadowbank,Operational,110,Tasmania,5,20120710,,0.002218523
1127,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1133,Risdon to Lindisfarne,Operational,110,Tasmania,5,20120710,,0.034925085
1128,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1134,Risdon to Lindisfarne,Operational,110,Tasmania,5,20120710,,0.034925085
1129,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1135,Wayatinah Power Station to Wayatinah,Operational,220,Tasmania,3,20120710,,0.00138761
1130,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1136,Wayatinah to Catagunya,Operational,220,Tasmania,5,20120710,,0.071504925
1131,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1137,Triabunna to Sorell Tee,Operational,110,Tasmania,5,20120710,,0.539291309
1132,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1138,Lindisfarne to Sorell Tee,Operational,110,Tasmania,5,20120710,,0.138646859
1133,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1139,Butlers Gorge to Butlers Gorge Tee,Operational,110,Tasmania,4,20120710,,0.050845972
